age_ka,d18O,SL_m,V_LIS,V_EIS,V_AIS,V_GrIS,d18O_LIS,d18O_EIS,d18O_AIS,d18O_GrIS,d18Ow_IV,d18O_T,Tw
788,3.549261822,-15.917,8.115,8.965,60.341,8.026,-32.388,-27.446,-54.512,-28.037,0.21,0.109,-0.438
787,3.54533114,-15.711,6.727,8.291,60.263,7.937,-32.388,-27.446,-54.512,-28.037,0.189,0.126,-0.505
786,3.541400458,-15.505,6.601,8.225,60.256,7.928,-32.388,-27.446,-54.512,-28.037,0.187,0.124,-0.496
785,3.524818656,-14.639,6.477,8.159,60.249,7.92,-32.388,-27.446,-54.512,-28.037,0.185,0.109,-0.438
784,3.501234564,-13.416,5.959,7.872,60.222,7.886,-32.388,-27.446,-54.512,-28.037,0.177,0.094,-0.375
783,3.483132703,-12.484,5.247,7.446,60.187,7.837,-32.388,-27.446,-54.512,-28.037,0.166,0.087,-0.348
782,3.514578158,-14.107,4.72,7.103,60.162,7.799,-32.388,-27.446,-54.512,-28.037,0.158,0.127,-0.508
781,3.546023613,-15.747,5.646,7.69,60.206,7.864,-28.719,-25.707,-54.254,-27.335,0.14,0.176,-0.704
780,3.577469068,-17.403,6.623,8.237,60.257,7.93,-26.377,-24.515,-54.031,-26.827,0.138,0.209,-0.836
779,3.608914523,-19.076,7.646,8.747,60.314,7.996,-24.896,-23.708,-53.839,-26.465,0.143,0.236,-0.942
778,3.640539967,-20.775,8.708,9.228,60.377,8.063,-23.99,-23.173,-53.673,-26.212,0.152,0.259,-1.035
777,3.687708149,-23.34,9.811,9.685,60.447,8.131,-23.479,-22.832,-53.532,-26.04,0.162,0.295,-1.182
776,3.734876332,-25.942,11.513,10.329,60.565,8.234,-23.315,-22.66,-53.413,-25.939,0.181,0.324,-1.297
775,3.780207472,-28.478,13.27,10.937,60.697,8.338,-23.386,-22.605,-53.315,-25.892,0.201,0.349,-1.396
774,3.823444972,-30.929,14.999,11.499,60.84,8.439,-23.61,-22.631,-53.235,-25.883,0.222,0.371,-1.484
773,3.866682473,-33.411,16.678,12.022,60.991,8.537,-23.934,-22.712,-53.172,-25.902,0.244,0.393,-1.57
772,3.913549062,-36.136,18.378,12.539,61.157,8.636,-24.326,-22.832,-53.125,-25.943,0.267,0.417,-1.666
771,3.960717245,-38.916,20.239,13.099,61.353,8.745,-24.771,-22.986,-53.091,-26.003,0.293,0.438,-1.752
770,4.001923618,-41.375,22.123,13.667,61.57,8.857,-25.251,-23.166,-53.072,-26.077,0.32,0.452,-1.808
769,4.033369073,-43.271,23.776,14.171,61.774,8.955,-25.738,-23.357,-53.063,-26.158,0.345,0.458,-1.833
768,4.064814528,-45.183,25.038,14.561,61.94,9.031,-26.207,-23.547,-53.064,-26.24,0.366,0.469,-1.876
767,4.083129992,-46.305,26.302,14.959,62.116,9.107,-26.657,-23.736,-53.072,-26.321,0.387,0.466,-1.866
766,4.098852719,-47.272,27.037,15.193,62.222,9.152,-27.066,-23.908,-53.084,-26.394,0.4,0.468,-1.874
765,4.129445648,-49.165,27.668,15.397,62.316,9.191,-27.436,-24.064,-53.098,-26.46,0.412,0.487,-1.948
764,4.19626724,-53.356,28.894,15.799,62.505,9.267,-27.799,-24.225,-53.12,-26.529,0.433,0.533,-2.134
763,4.263088832,-57.621,31.565,16.706,62.95,9.434,-28.207,-24.432,-53.159,-26.624,0.475,0.558,-2.231
762,4.230089576,-55.505,34.219,17.656,63.441,9.605,-28.641,-24.676,-53.216,-26.737,0.52,0.48,-1.919
761,4.163267984,-51.277,32.911,17.182,63.193,9.52,-28.641,-24.676,-53.216,-26.737,0.5,0.433,-1.732
760,4.127539963,-49.047,30.248,16.253,62.725,9.351,-28.641,-24.676,-53.216,-26.737,0.463,0.435,-1.74
759,4.214014965,-54.481,28.818,15.774,62.493,9.262,-28.641,-24.676,-53.216,-26.737,0.443,0.541,-2.165
758,4.300489966,-60.04,32.271,16.954,63.076,9.479,-28.943,-24.816,-53.249,-26.794,0.495,0.575,-2.301
757,4.311874783,-60.782,35.696,18.206,63.736,9.702,-29.311,-25.029,-53.309,-26.892,0.551,0.531,-2.122
756,4.28436001,-58.994,36.145,18.377,63.829,9.731,-29.637,-25.215,-53.366,-26.974,0.563,0.492,-1.967
755,4.274872455,-58.38,35.06,17.967,63.607,9.66,-29.637,-25.215,-53.366,-26.974,0.546,0.499,-1.996
754,4.404584957,-66.898,34.685,17.828,63.532,9.635,-29.637,-25.215,-53.366,-26.974,0.54,0.634,-2.537
753,4.534297459,-75.696,39.772,19.812,64.638,9.976,-30.013,-25.47,-53.456,-27.095,0.627,0.677,-2.708
752,4.581029096,-78.935,44.768,21.962,65.938,10.328,-30.446,-25.818,-53.601,-27.271,0.721,0.63,-2.52
751,4.565306368,-77.841,46.545,22.775,66.457,10.457,-30.854,-26.152,-53.757,-27.436,0.762,0.573,-2.293
750,4.549271371,-76.73,45.948,22.5,66.28,10.414,-30.854,-26.152,-53.757,-27.436,0.75,0.569,-2.275
749,4.521756598,-74.833,45.339,22.22,66.102,10.369,-30.854,-26.152,-53.757,-27.436,0.74,0.552,-2.208
748,4.494241825,-72.949,44.289,21.747,65.804,10.293,-30.854,-26.152,-53.757,-27.436,0.722,0.543,-2.171
747,4.502753626,-73.531,43.235,21.281,65.515,10.218,-30.854,-26.152,-53.757,-27.436,0.704,0.569,-2.277
746,4.549921808,-76.775,43.562,21.424,65.603,10.241,-31.144,-26.345,-53.848,-27.513,0.714,0.605,-2.422
745,4.597089991,-80.056,45.363,22.232,66.109,10.371,-31.432,-26.554,-53.954,-27.604,0.752,0.615,-2.46
744,4.596311819,-80.002,47.152,23.06,66.642,10.502,-31.717,-26.776,-54.077,-27.704,0.791,0.576,-2.303
743,4.592381137,-79.727,47.123,23.046,66.633,10.5,-31.717,-26.776,-54.077,-27.704,0.789,0.573,-2.292
742,4.602396359,-80.428,46.974,22.976,66.588,10.489,-31.717,-26.776,-54.077,-27.704,0.787,0.586,-2.343
741,4.633841814,-82.639,47.353,23.154,66.704,10.517,-31.967,-26.965,-54.188,-27.784,0.799,0.605,-2.419
740,4.665287269,-84.866,48.537,23.718,67.078,10.606,-32.206,-27.154,-54.307,-27.867,0.827,0.608,-2.434
739,4.60650978,-80.716,49.716,24.292,67.464,10.695,-32.435,-27.343,-54.433,-27.951,0.855,0.522,-2.087
738,4.531826824,-75.526,47.508,23.227,66.752,10.529,-32.435,-27.343,-54.433,-27.951,0.812,0.489,-1.957
737,4.434070023,-68.873,44.674,21.92,65.912,10.321,-32.435,-27.343,-54.433,-27.951,0.761,0.443,-1.772
736,4.283992726,-58.97,40.916,20.286,64.916,10.055,-32.435,-27.343,-54.433,-27.951,0.695,0.359,-1.434
735,4.161013925,-51.136,35.046,17.962,63.604,9.659,-32.435,-27.343,-54.433,-27.951,0.598,0.333,-1.331
734,4.12364045,-48.805,30.158,16.223,62.71,9.345,-32.435,-27.343,-54.433,-27.951,0.522,0.371,-1.485
733,4.149555042,-50.419,28.662,15.722,62.469,9.252,-32.435,-27.343,-54.433,-27.951,0.5,0.419,-1.678
732,4.209631166,-54.203,29.699,16.068,62.634,9.317,-32.032,-26.884,-54.294,-27.682,0.501,0.479,-1.916
731,4.197173341,-53.413,32.097,16.893,63.045,9.468,-31.8,-26.594,-54.191,-27.515,0.528,0.439,-1.756
730,4.179431033,-52.293,31.601,16.719,62.957,9.437,-31.8,-26.594,-54.191,-27.515,0.521,0.429,-1.715
729,4.154515382,-50.729,30.893,16.474,62.834,9.392,-31.8,-26.594,-54.191,-27.515,0.51,0.414,-1.657
728,4.08369913,-46.34,29.898,16.135,62.667,9.329,-31.8,-26.594,-54.191,-27.515,0.495,0.358,-1.433
727,4.038605713,-43.588,27.06,15.201,62.225,9.154,-31.8,-26.594,-54.191,-27.515,0.454,0.355,-1.418
726,4.125810488,-48.94,25.249,14.627,61.969,9.044,-31.8,-26.594,-54.191,-27.515,0.428,0.467,-1.869
725,4.16,-51.072,28.749,15.751,62.482,9.258,-31.451,-26.251,-54.075,-27.333,0.47,0.46,-1.841
724,4.160251474,-51.088,30.117,16.209,62.703,9.343,-31.224,-26.02,-53.984,-27.216,0.484,0.447,-1.787
723,4.259914075,-57.416,30.127,16.212,62.705,9.344,-31.034,-25.835,-53.904,-27.127,0.479,0.551,-2.202
722,4.349682506,-63.258,34.093,17.61,63.417,9.597,-31.033,-25.808,-53.868,-27.122,0.539,0.581,-2.324
721,4.424429457,-68.226,37.629,18.952,64.147,9.83,-31.146,-25.892,-53.871,-27.174,0.597,0.598,-2.39
720,4.543558713,-76.335,40.542,20.13,64.824,10.029,-31.323,-26.046,-53.908,-27.262,0.649,0.664,-2.657
719,4.65116028,-83.864,45.121,22.122,66.039,10.353,-31.581,-26.301,-54.004,-27.405,0.736,0.685,-2.741
718,4.657389192,-84.305,49.187,24.033,67.289,10.655,-31.885,-26.621,-54.156,-27.584,0.82,0.607,-2.428
717,4.692562944,-86.812,49.42,24.147,67.366,10.672,-32.152,-26.893,-54.295,-27.727,0.834,0.629,-2.516
716,4.748623157,-90.85,50.734,24.795,67.81,10.772,-32.409,-27.153,-54.443,-27.86,0.868,0.651,-2.604
715,4.66493698,-84.841,52.811,25.85,68.554,10.934,-32.67,-27.424,-54.618,-27.999,0.918,0.517,-2.069
714,4.536245039,-75.83,49.703,24.285,67.46,10.694,-32.67,-27.424,-54.618,-27.999,0.856,0.45,-1.801
713,4.336919837,-62.42,44.842,21.996,65.959,10.333,-32.67,-27.424,-54.618,-27.999,0.766,0.341,-1.362
712,4.180458645,-52.358,37.129,18.756,64.038,9.797,-32.67,-27.424,-54.618,-27.999,0.634,0.316,-1.265
711,4.052067359,-44.406,30.934,16.488,62.841,9.394,-32.67,-27.424,-54.618,-27.999,0.536,0.286,-1.142
710,4.002236058,-41.394,25.79,14.797,62.044,9.076,-32.67,-27.424,-54.618,-27.999,0.46,0.313,-1.251
709,3.997247026,-41.095,23.788,14.174,61.776,8.956,-32.67,-27.424,-54.618,-27.999,0.431,0.336,-1.346
708,4.028391589,-42.97,23.588,14.113,61.75,8.944,-32.67,-27.424,-54.618,-27.999,0.428,0.37,-1.481
707,3.970927697,-39.523,24.839,14.499,61.914,9.019,-31.953,-26.782,-54.422,-27.64,0.426,0.315,-1.259
706,3.910774714,-35.974,22.532,13.791,61.619,8.881,-31.953,-26.782,-54.422,-27.64,0.395,0.286,-1.145
705,3.854714501,-32.721,20.128,13.066,61.341,8.739,-31.953,-26.782,-54.422,-27.64,0.362,0.263,-1.053
704,3.803248256,-29.78,17.906,12.396,61.11,8.609,-31.953,-26.782,-54.422,-27.64,0.331,0.242,-0.967
703,3.750948314,-26.837,15.891,11.779,60.919,8.491,-31.953,-26.782,-54.422,-27.64,0.304,0.217,-0.867
702,3.682430276,-23.051,13.879,11.138,60.746,8.373,-31.953,-26.782,-54.422,-27.64,0.277,0.175,-0.701
701,3.623754355,-19.871,11.32,10.259,60.551,8.222,-31.953,-26.782,-54.422,-27.64,0.243,0.151,-0.605
700,3.573923055,-17.216,9.222,9.445,60.409,8.095,-31.953,-26.782,-54.422,-27.64,0.214,0.13,-0.521
699,3.529830285,-14.9,7.528,8.691,60.307,7.989,-31.953,-26.782,-54.422,-27.64,0.19,0.11,-0.44
698,3.527544205,-14.781,6.114,7.96,60.23,7.896,-31.953,-26.782,-54.422,-27.64,0.169,0.128,-0.513
697,3.614748981,-19.388,6.043,7.92,60.226,7.891,-31.953,-26.782,-54.422,-27.64,0.168,0.216,-0.866
696,3.670976878,-22.426,8.909,9.314,60.39,8.076,-29.398,-25.538,-54.184,-27.1,0.183,0.258,-1.032
695,3.709345819,-24.529,10.903,10.105,60.521,8.197,-27.835,-24.716,-53.981,-26.729,0.194,0.285,-1.14
694,3.703116907,-24.186,12.313,10.611,60.624,8.281,-26.833,-24.157,-53.808,-26.473,0.204,0.269,-1.076
693,3.777800148,-28.342,12.082,10.531,60.606,8.267,-26.833,-24.157,-53.808,-26.473,0.202,0.346,-1.384
692,3.933522962,-37.309,14.907,11.47,60.833,8.434,-26.356,-23.839,-53.666,-26.321,0.232,0.472,-1.888
691,4.050256958,-44.296,21.035,13.339,61.443,8.792,-26.487,-23.807,-53.569,-26.302,0.306,0.515,-2.058
690,4.112012564,-48.084,25.717,14.774,62.034,9.072,-26.863,-23.926,-53.51,-26.36,0.37,0.512,-2.049
689,4.049723439,-44.264,28.196,15.569,62.396,9.223,-27.289,-24.094,-53.475,-26.442,0.41,0.41,-1.64
688,4.081078824,-46.179,25.695,14.767,62.031,9.071,-27.289,-24.094,-53.475,-26.442,0.377,0.474,-1.897
687,4.149514519,-50.416,26.955,15.167,62.21,9.147,-27.59,-24.192,-53.436,-26.485,0.398,0.521,-2.085
686,4.143285606,-50.027,29.698,16.067,62.634,9.317,-27.96,-24.352,-53.421,-26.561,0.441,0.472,-1.889
685,4.175319675,-52.034,29.448,15.984,62.594,9.301,-27.96,-24.352,-53.421,-26.561,0.437,0.508,-2.033
684,4.250066626,-56.784,30.729,16.418,62.806,9.381,-28.312,-24.51,-53.416,-26.635,0.46,0.56,-2.238
683,4.324564976,-61.61,33.703,17.467,63.342,9.571,-28.714,-24.724,-53.437,-26.738,0.51,0.585,-2.339
682,4.399025226,-66.527,36.644,18.568,63.934,9.764,-29.143,-24.981,-53.483,-26.864,0.562,0.607,-2.43
681,4.429530559,-68.568,39.556,19.724,64.587,9.961,-29.585,-25.273,-53.556,-27.007,0.616,0.584,-2.334
680,4.459452836,-70.585,40.74,20.213,64.873,10.043,-29.992,-25.545,-53.634,-27.137,0.643,0.586,-2.345
679,4.489375112,-72.617,41.897,20.702,65.163,10.123,-30.367,-25.8,-53.717,-27.255,0.67,0.589,-2.358
678,4.519297389,-74.664,43.048,21.199,65.465,10.205,-30.714,-26.041,-53.806,-27.366,0.696,0.593,-2.372
677,4.471300556,-71.388,44.195,21.705,65.778,10.287,-31.038,-26.272,-53.9,-27.47,0.723,0.519,-2.074
676,4.421430094,-68.025,42.353,20.898,65.282,10.156,-31.038,-26.272,-53.9,-27.47,0.69,0.501,-2.004
675,4.531412844,-75.497,40.426,20.082,64.796,10.021,-31.038,-26.272,-53.9,-27.47,0.658,0.643,-2.572
674,4.646114906,-83.506,44.658,21.912,65.907,10.32,-31.326,-26.474,-53.989,-27.558,0.737,0.679,-2.716
673,4.577728065,-78.705,48.998,23.941,67.227,10.64,-31.661,-26.76,-54.141,-27.7,0.824,0.523,-2.094
672,4.502922372,-73.542,46.42,22.717,66.42,10.448,-31.661,-26.76,-54.141,-27.7,0.775,0.498,-1.99
671,4.538337771,-75.975,43.568,21.427,65.605,10.242,-31.661,-26.76,-54.141,-27.7,0.725,0.583,-2.333
670,4.57823414,-78.74,44.922,22.032,65.982,10.339,-31.868,-26.884,-54.204,-27.74,0.753,0.596,-2.382
669,4.684858901,-86.261,46.439,22.726,66.426,10.45,-32.078,-27.029,-54.285,-27.797,0.784,0.671,-2.684
668,4.794573916,-94.198,50.447,24.652,67.712,10.75,-32.339,-27.258,-54.428,-27.909,0.866,0.698,-2.793
667,4.724153504,-89.081,54.501,26.734,69.196,11.068,-32.641,-27.554,-54.645,-28.067,0.957,0.537,-2.149
666,4.644360766,-83.382,51.907,25.387,68.224,10.863,-32.641,-27.554,-54.645,-28.067,0.903,0.511,-2.045
665,4.61171301,-81.081,48.932,23.909,67.205,10.635,-32.641,-27.554,-54.645,-28.067,0.846,0.536,-2.143
664,4.581790733,-78.988,47.704,23.32,66.813,10.543,-32.641,-27.554,-54.645,-28.067,0.824,0.528,-2.113
663,4.575311409,-78.537,46.573,22.789,66.466,10.46,-32.641,-27.554,-54.645,-28.067,0.803,0.543,-2.17
662,4.570324363,-78.19,46.328,22.675,66.392,10.441,-32.641,-27.554,-54.645,-28.067,0.798,0.542,-2.167
661,4.663253659,-84.722,46.139,22.587,66.336,10.428,-32.641,-27.554,-54.645,-28.067,0.795,0.638,-2.553
660,4.762994582,-91.893,49.64,24.254,67.439,10.689,-32.81,-27.672,-54.728,-28.105,0.864,0.669,-2.676
659,4.77927355,-93.079,53.341,26.125,68.751,10.976,-33.029,-27.869,-54.881,-28.198,0.943,0.606,-2.425
658,4.789247643,-93.808,53.94,26.438,68.979,11.023,-33.23,-28.05,-55.029,-28.282,0.96,0.599,-2.395
657,4.75311306,-91.175,54.306,26.63,69.12,11.052,-33.412,-28.209,-55.168,-28.353,0.973,0.55,-2.199
656,4.71321669,-88.293,52.977,25.936,68.615,10.947,-33.412,-28.209,-55.168,-28.353,0.946,0.538,-2.15
655,4.72833984,-89.383,51.501,25.181,68.079,10.832,-33.412,-28.209,-55.168,-28.353,0.916,0.582,-2.328
654,4.748288024,-90.825,52.062,25.466,68.28,10.875,-33.526,-28.283,-55.238,-28.369,0.93,0.589,-2.355
653,4.736322843,-89.959,52.799,25.844,68.549,10.933,-33.64,-28.364,-55.317,-28.394,0.947,0.56,-2.239
652,4.721361705,-88.88,52.357,25.617,68.387,10.898,-33.64,-28.364,-55.317,-28.394,0.937,0.554,-2.216
651,4.701867422,-87.478,51.803,25.334,68.187,10.855,-33.64,-28.364,-55.317,-28.394,0.926,0.546,-2.183
650,4.681919237,-86.051,51.08,24.969,67.931,10.799,-33.64,-28.364,-55.317,-28.394,0.912,0.54,-2.16
649,4.711550658,-88.174,50.337,24.598,67.674,10.742,-33.64,-28.364,-55.317,-28.394,0.897,0.584,-2.337
648,4.746459981,-90.693,51.439,25.15,68.057,10.827,-33.711,-28.394,-55.355,-28.39,0.92,0.597,-2.387
647,4.866514558,-99.512,52.732,25.809,68.524,10.928,-33.799,-28.455,-55.418,-28.409,0.947,0.689,-2.757
646,4.996177758,-109.307,57.12,28.149,70.263,11.28,-33.963,-28.62,-55.586,-28.502,1.046,0.72,-2.881
645,4.916436149,-103.25,61.76,30.792,72.383,11.672,-34.205,-28.87,-55.888,-28.658,1.161,5.26E-01,-2.103
644,4.81170818,-95.456,58.919,29.153,71.048,11.43,-34.205,-28.87,-55.888,-28.658,1.094,0.488,-1.951
643,4.888590276,-101.16,55.127,27.067,69.443,11.118,-34.205,-28.87,-55.888,-28.658,1.013,0.646,-2.583
642,4.988331199,-108.706,57.917,28.591,70.605,11.346,-34.333,-28.988,-56.023,-28.71,1.079,0.68,-2.719
641,4.969174757,-107.244,61.482,30.629,72.247,11.648,-34.523,-29.173,-56.263,-28.816,1.167,0.572,-2.289
640,4.934265434,-104.595,60.802,30.232,71.92,11.59,-34.523,-29.173,-56.263,-28.816,1.15,0.555,-2.218
639,4.982532381,-108.263,59.557,29.516,71.338,11.484,-34.523,-29.173,-56.263,-28.816,1.122,0.631,-2.524
638,5.042376935,-112.865,61.276,30.509,72.147,11.631,-34.684,-29.325,-56.467,-28.894,1.168,0.644,-2.576
637,5.063055372,-114.469,63.387,31.762,73.202,11.815,-34.875,-29.502,-56.73,-28.995,1.227,0.606,-2.426
636,5.078016511,-115.634,64.111,32.2,73.58,11.879,-35.062,-29.667,-56.994,-29.086,1.252,5.96E-01,-2.384
635,5.049718819,-113.434,64.632,32.421,73.858,11.925,-35.239,-29.816,-57.25,-29.168,1.272,0.548,-2.192
634,5.014809496,-110.738,63.644,31.917,73.335,11.837,-35.239,-29.816,-57.25,-29.168,1.248,0.537,-2.148
633,4.962700271,-106.751,62.418,31.182,72.709,11.73,-35.239,-29.816,-57.25,-29.168,1.219,0.514,-2.055
632,4.907842763,-102.603,60.572,30.099,71.81,11.57,-35.239,-29.816,-57.25,-29.168,1.176,0.502,-2.008
631,4.784600173,-93.468,58.61,28.979,70.91,11.404,-35.239,-29.816,-57.25,-29.168,1.131,0.423,-1.692
630,4.649949926,-83.778,54.135,26.54,69.054,11.039,-35.239,-29.816,-57.25,-29.168,1.034,3.86E-01,-1.546
629,4.49405888,-72.937,49.142,24.011,67.274,10.651,-35.239,-29.816,-57.25,-29.168,0.931,3.33E-01,-1.332
628,4.334473403,-62.259,43.228,21.278,65.513,10.217,-35.239,-29.816,-57.25,-29.168,0.817,2.87E-01,-1.148
627,4.217110449,-54.678,37.033,18.719,64.017,9.79,-35.239,-29.816,-57.25,-29.168,0.706,0.281,-1.124
626,4.107395434,-47.799,32.395,16.998,63.098,9.487,-35.239,-29.816,-57.25,-29.168,0.628,0.249,-0.998
625,3.971868351,-39.579,28.011,15.509,62.368,9.212,-35.239,-29.816,-57.25,-29.168,0.557,1.85E-01,-0.739
624,3.831477597,-31.387,22.57,13.802,61.623,8.883,-35.239,-29.816,-57.25,-29.168,0.472,1.29E-01,-5.16E-01
623,3.746277051,-26.577,16.992,12.119,61.021,8.555,-35.239,-29.816,-57.25,-29.168,0.389,1.27E-01,-0.51
622,3.67104473,-22.43,13.702,11.08,60.732,8.363,-35.239,-29.816,-57.25,-29.168,0.34,1.01E-01,-0.403
621,3.604370755,-18.833,10.905,10.106,60.521,8.197,-35.239,-29.816,-57.25,-29.168,0.298,0.076,-0.304
620,3.53916941,-15.388,8.552,9.16,60.368,8.053,-35.239,-29.816,-57.25,-29.168,0.263,4.70E-02,-1.87E-01
619,3.525689851,-14.685,6.406,8.121,60.245,7.916,-35.239,-29.816,-57.25,-29.168,0.228,6.70E-02,-0.269
618,3.520674363,-14.424,5.986,7.888,60.223,7.887,-35.239,-29.816,-57.25,-29.168,0.222,0.069,-0.276
617,3.506976625,-13.713,5.832,7.799,60.216,7.877,-35.239,-29.816,-57.25,-29.168,0.219,5.80E-02,-2.31E-01
616,3.491930161,-12.936,5.418,7.552,60.195,7.849,-35.239,-29.816,-57.25,-29.168,0.212,5.00E-02,-0.199
615,3.625535135,-19.967,4.974,7.272,60.173,7.817,-35.239,-29.816,-57.25,-29.168,0.205,0.191,-0.764
614,3.781015265,-28.524,9.284,9.471,60.413,8.099,-31.997,-27.89,-56.656,-28.259,0.23,0.321,-1.284
613,3.8,-29.596,15.031,11.509,60.843,8.441,-30.498,-26.758,-56.156,-27.675,0.282,0.288,-1.152
612,3.8,-29.596,15.765,11.74,60.908,8.484,-29.386,-25.908,-55.722,-27.246,0.277,0.293,-1.171
611,3.78669784,-28.844,15.765,11.74,60.908,8.484,-28.494,-25.243,-55.343,-26.92,0.268,0.289,-1.156
610,3.771651376,-27.997,15.25,11.578,60.862,8.454,-28.494,-25.243,-55.343,-26.92,0.262,0.279,-1.118
609,3.859300591,-32.985,14.67,11.394,60.812,8.42,-28.494,-25.243,-55.343,-26.92,0.256,0.374,-1.495
608,3.959610352,-38.851,18.087,12.451,61.128,8.619,-28.005,-24.813,-55.021,-26.711,0.291,0.439,-1.756
607,4.014960057,-42.159,22.079,13.653,61.564,8.854,-27.912,-24.613,-54.759,-26.615,0.338,0.447,-1.787
606,4.065114938,-45.202,24.299,14.332,61.842,8.986,-27.971,-24.525,-54.543,-26.576,0.367,0.468,-1.871
605,4.024730182,-42.749,26.314,14.962,62.118,9.108,-28.128,-24.518,-54.366,-26.578,0.396,0.399,-1.595
604,3.992745181,-40.825,24.691,14.453,61.894,9.01,-28.128,-24.518,-54.366,-26.578,0.375,0.388,-1.551
603,3.816797597,-30.55,23.407,14.058,61.727,8.933,-28.128,-24.518,-54.366,-26.578,0.359,0.228,-0.912
602,3.882322029,-34.316,16.418,11.942,60.967,8.522,-28.128,-24.518,-54.366,-26.578,0.273,0.379,-1.517
601,3.880822132,-34.229,18.997,12.726,61.22,8.673,-27.785,-24.275,-54.171,-26.466,0.299,0.351,-1.406
600,3.898417689,-35.252,18.938,12.708,61.214,8.669,-27.785,-24.275,-54.171,-26.466,0.299,0.37,-1.479
599,3.983158384,-40.252,19.636,12.918,61.288,8.71,-27.557,-24.106,-54.004,-26.39,0.304,0.449,-1.797
598,4.01781239,-42.331,23.023,13.94,61.679,8.91,-27.602,-24.082,-53.875,-26.386,0.346,0.442,-1.766
597,4.066508864,-45.287,24.414,14.367,61.857,8.993,-27.721,-24.106,-53.77,-26.403,0.365,0.471,-1.884
596,4.088665498,-46.645,26.37,14.98,62.125,9.111,-27.923,-24.184,-53.69,-26.447,0.394,0.465,-1.859
595,4.07127255,-45.578,27.259,15.265,62.255,9.166,-28.134,-24.274,-53.626,-26.494,0.409,0.433,-1.731
594,4.182736414,-52.501,26.561,15.041,62.153,9.123,-28.134,-24.274,-53.626,-26.494,0.399,0.554,-2.215
593,4.114594581,-48.244,31.025,16.519,62.857,9.4,-28.469,-24.456,-53.598,-26.588,0.466,0.419,-1.676
592,4.176196574,-52.089,28.299,15.603,62.412,9.23,-28.469,-24.456,-53.598,-26.588,0.427,0.519,-2.076
591,4.322314444,-61.463,30.764,16.43,62.812,9.384,-28.742,-24.595,-53.571,-26.656,0.466,0.627,-2.506
590,4.310962789,-60.722,36.555,18.534,63.915,9.759,-29.165,-24.874,-53.6,-26.799,0.559,0.522,-2.089
589,4.290900836,-59.418,36.109,18.363,63.821,9.729,-29.165,-24.874,-53.6,-26.799,0.551,0.51,-2.041
588,4.136711072,-49.617,35.318,18.064,63.659,9.677,-29.165,-24.874,-53.6,-26.799,0.539,0.368,-1.471
587,4.005050056,-41.563,29.185,15.896,62.551,9.285,-29.165,-24.874,-53.6,-26.799,0.451,0.324,-1.298
586,3.701082181,-24.074,23.901,14.209,61.79,8.963,-29.165,-24.874,-53.6,-26.799,0.379,9.20E-02,-3.67E-01
585,3.573918163,-17.215,12.006,10.504,60.601,8.263,-29.165,-24.874,-53.6,-26.799,0.226,0.118,-0.471
584,3.502068762,-13.459,7.528,8.691,60.307,7.989,-29.165,-24.874,-53.6,-26.799,0.168,0.104,-0.416
583,3.480529123,-12.35,5.271,7.462,60.188,7.838,-29.165,-24.874,-53.6,-26.799,0.137,0.114,-0.455
582,3.46046717,-11.324,4.646,7.052,60.158,7.794,-29.165,-24.874,-53.6,-26.799,0.128,0.103,-0.411
581,3.391418263,-7.844,4.088,6.65,60.133,7.753,-29.165,-24.874,-53.6,-26.799,0.119,4.20E-02,-0.169
580,3.724164482,-25.348,2.372,5.095,60.064,7.614,-29.165,-24.874,-53.6,-26.799,0.091,0.403,-1.613
579,3.651125254,-21.347,12.867,10.801,60.666,8.314,-27.957,-24.307,-53.477,-26.535,0.222,0.199,-0.796
578,3.590658084,-18.103,10.188,9.833,60.472,8.154,-27.957,-24.307,-53.477,-26.535,0.19,0.171,-0.682
577,3.887638866,-34.625,8.087,8.952,60.34,8.024,-27.957,-24.307,-53.477,-26.535,0.164,0.493,-1.974
576,3.909904543,-35.923,19.208,12.789,61.242,8.685,-27.663,-24.116,-53.395,-26.436,0.296,0.384,-1.538
575,3.969899487,-39.462,20.093,13.055,61.337,8.737,-27.492,-23.996,-53.327,-26.375,0.304,0.436,-1.744
574,3.999914656,-41.255,22.491,13.778,61.614,8.878,-27.516,-23.978,-53.28,-26.366,0.335,0.435,-1.741
573,3.939638399,-37.669,23.695,14.146,61.764,8.95,-27.609,-24.001,-53.245,-26.377,0.352,0.358,-1.432
572,3.860761762,-33.069,21.28,13.412,61.471,8.807,-27.609,-24.001,-53.245,-26.377,0.322,0.309,-1.237
571,3.960535762,-38.906,18.144,12.469,61.133,8.623,-27.609,-24.001,-53.245,-26.377,0.283,0.447,-1.788
570,4.012210056,-41.994,22.116,13.665,61.569,8.856,-27.588,-23.97,-53.206,-26.361,0.332,0.45,-1.8
569,4.169492686,-51.668,24.189,14.298,61.828,8.98,-27.697,-24.01,-53.183,-26.381,0.36,0.58,-2.318
568,4.141400565,-49.91,30.496,16.338,62.767,9.367,-28.081,-24.228,-53.206,-26.494,0.451,0.461,-1.844
567,4.208382602,-54.123,29.373,15.959,62.582,9.296,-28.081,-24.228,-53.206,-26.494,0.434,0.544,-2.177
566,4.140786099,-49.871,32.047,16.875,63.036,9.465,-28.463,-24.449,-53.239,-26.604,0.479,0.432,-1.728
