label,mbsf,mcd,rmcd,age_ka,d18O,d13C,Reference
"138-849D-11H-4,136",104.86,119.147,59.7511,4296.91,3.12,-0.26,"Mix et al., 1995"
"138-849D-11H-5,1",105.01,119.297,59.8352,4301.67,3.1,-0.15,"Mix et al., 1995"
"138-849D-11H-5,16",105.16,119.447,59.9194,4306.42,2.73,0,"Mix et al., 1995"
"138-849D-11H-5,31",105.31,119.597,60.0035,4311.18,2.93,-0.18,"Mix et al., 1995"
"138-849D-11H-5,46",105.46,119.747,60.0887,4316,3.03,-0.25,"Mix et al., 1995"
"138-849D-11H-5,61",105.61,119.897,60.2108,4322.9,3.05,-0.18,"Mix et al., 1995"
"138-849D-11H-5,76",105.76,120.047,60.3328,4329.79,2.73,-0.13,"Mix et al., 1995"
"138-849D-11H-5,91",105.91,120.197,60.4548,4336.69,3,0.01,"Mix et al., 1995"
"138-849D-11H-5,106",106.06,120.347,60.5769,4343.59,3.2,-0.02,"Mix et al., 1995"
"138-849D-11H-5,121",106.21,120.497,60.6989,4350.49,2.82,0.02,"Mix et al., 1995"
"138-849D-11H-5,136",106.36,120.647,60.8209,4357.39,3.11,-0.17,"Mix et al., 1995"
"138-849D-11H-6,1",106.51,120.797,60.943,4364.29,3.11,-0.35,"Mix et al., 1995"
"138-849D-11H-6,16",106.66,120.947,61.0426,4369.92,3.09,-0.17,"Mix et al., 1995"
"138-849D-11H-6,31",106.81,121.097,61.1387,4375.35,3.04,-0.03,"Mix et al., 1995"
"138-849D-11H-6,46",106.96,121.247,61.2347,4380.78,3,-0.43,"Mix et al., 1995"
"138-849D-11H-6,91",107.41,121.697,61.4834,4394.84,2.67,-0.27,"Mix et al., 1995"
"138-849D-11H-6,106",107.56,121.847,61.5562,4398.95,3.03,-0.41,"Mix et al., 1995"
"138-849D-11H-6,121",107.71,121.997,61.6289,4403.07,3.16,-0.14,"Mix et al., 1995"
"138-849D-11H-6,136",107.86,122.147,61.7017,4407.18,3.13,0.04,"Mix et al., 1995"
"138-849D-11H-7,1",108.01,122.297,61.7745,4411.3,3.08,-0.02,"Mix et al., 1995"
"138-849D-11H-7,31",108.31,122.597,61.9201,4419.53,3.16,0.06,"Mix et al., 1995"
"138-849D-11H-7,46",108.46,122.747,61.9947,4423.74,2.93,-0.07,"Mix et al., 1995"
"138-849D-11H-7,61",108.61,122.897,62.0846,4428.87,2.94,-0.01,"Mix et al., 1995"
"138-849D-12H-3,11",111.61,126.972,64.1518,4551.73,3.09,-0.07,"Mix et al., 1995"
"138-849D-12H-3,31",111.81,127.172,64.2221,4555.13,3,0,"Mix et al., 1995"
"138-849D-12H-3,51",112.01,127.372,64.2923,4557.61,3.18,-0.04,"Mix et al., 1995"
"138-849D-12H-3,91",112.41,127.772,64.4328,4562.56,3.19,-0.11,"Mix et al., 1995"
"138-849D-12H-3,111",112.61,127.972,64.5031,4565.03,3.26,-0.37,"Mix et al., 1995"
"138-849D-12H-4,1",113.01,128.372,64.6424,4569.94,3.26,-0.15,"Mix et al., 1995"
"138-849D-12H-4,41",113.41,128.772,64.7565,4573.96,3.28,0,"Mix et al., 1995"
"138-849D-12H-4,61",113.61,128.972,64.8135,4575.97,3.23,-0.09,"Mix et al., 1995"
"138-849D-12H-4,81",113.81,129.172,64.8706,4577.98,3.19,-0.08,"Mix et al., 1995"
"138-849D-12H-4,141",114.41,129.772,65.0418,4584.02,3.13,0,"Mix et al., 1995"
"138-849D-12H-5,11",114.61,129.972,65.0988,4586.03,3.16,-0.07,"Mix et al., 1995"
"138-849D-12H-5,31",114.81,130.172,65.1559,4588.04,3.28,-0.13,"Mix et al., 1995"
"138-849D-12H-5,51",115.01,130.372,65.2165,4590.17,2.98,-0.14,"Mix et al., 1995"
"138-849D-12H-5,71",115.21,130.572,65.2775,4592.32,3.18,-0.08,"Mix et al., 1995"
"138-849D-12H-5,91",115.41,130.772,65.3384,4594.47,3.52,0.07,"Mix et al., 1995"
"138-849D-12H-5,131",115.81,131.172,65.4602,4598.76,3.09,-0.05,"Mix et al., 1995"
"138-849D-12H-6,1",116.01,131.372,65.5212,4600.91,3.09,-0.12,"Mix et al., 1995"
"138-849D-12H-6,21",116.21,131.572,65.5821,4603.06,3.11,-0.25,"Mix et al., 1995"
"138-849D-12H-6,41",116.41,131.772,65.643,4605.2,3.13,-0.27,"Mix et al., 1995"
"138-849D-12H-6,61",116.61,131.972,65.7039,4607.35,3.18,-0.53,"Mix et al., 1995"
"138-849D-12H-6,81",116.81,132.172,65.7484,4608.92,3.25,-0.31,"Mix et al., 1995"
"138-849D-12H-6,101",117.01,132.372,65.7911,4610.42,3.59,-0.78,"Mix et al., 1995"
"138-849D-12H-6,119",117.19,132.552,65.8295,4611.78,3.54,-0.74,"Mix et al., 1995"
"138-849D-13H-1,11",115.61,132.773,65.8765,4613.43,3.19,0,"Mix et al., 1995"
"138-849D-13H-1,31",115.81,132.973,65.9192,4614.94,3.21,-0.07,"Mix et al., 1995"
"138-849D-13H-1,51",116.01,133.173,65.9619,4616.44,3.24,-0.12,"Mix et al., 1995"
"138-849D-13H-1,71",116.21,133.373,66.0046,4617.94,3.29,-0.03,"Mix et al., 1995"
"138-849D-13H-1,91",116.41,133.573,66.0472,4619.45,3.35,-0.17,"Mix et al., 1995"
"138-849D-13H-1,111",116.61,133.773,66.0899,4620.95,3.04,-0.12,"Mix et al., 1995"
"138-849D-13H-1,131",116.81,133.973,66.1326,4622.46,3.26,-0.24,"Mix et al., 1995"
"138-849D-13H-2,1",117.01,134.173,66.1753,4623.96,3.21,-0.34,"Mix et al., 1995"
"138-849D-13H-2,21",117.21,134.373,66.218,4625.46,3.25,-0.24,"Mix et al., 1995"
"138-849D-13H-2,41",117.41,134.573,66.2606,4626.97,3.24,-0.37,"Mix et al., 1995"
"138-849D-13H-2,61",117.61,134.773,66.3033,4628.47,3.14,-0.14,"Mix et al., 1995"
"138-849D-13H-2,81",117.81,134.973,66.346,4629.98,3.27,-0.23,"Mix et al., 1995"
"138-849D-13H-2,101",118.01,135.173,66.3994,4631.89,3.3,-0.37,"Mix et al., 1995"
"138-849D-13H-2,121",118.21,135.373,66.458,4633.99,3.34,-0.28,"Mix et al., 1995"
"138-849D-13H-2,141",118.41,135.573,66.5165,4636.09,3.36,-0.22,"Mix et al., 1995"
"138-849D-13H-3,11",118.61,135.773,66.5751,4638.2,3.21,-0.36,"Mix et al., 1995"
"138-849D-13H-3,31",118.81,135.973,66.6337,4640.3,3.08,-0.22,"Mix et al., 1995"
"138-849D-13H-3,51",119.01,136.173,66.6923,4642.4,3.11,-0.42,"Mix et al., 1995"
"138-849D-13H-3,91",119.41,136.573,66.8095,4646.61,3.08,-0.26,"Mix et al., 1995"
"138-849D-13H-3,131",119.81,136.973,66.9267,4650.81,3.22,-0.09,"Mix et al., 1995"
"138-849D-13H-4,1",120.01,137.173,66.9852,4652.91,3.04,0.04,"Mix et al., 1995"
"138-849D-13H-4,41",120.41,137.573,67.1024,4657.12,3.09,0,"Mix et al., 1995"
"138-849D-13H-4,61",120.61,137.773,67.1731,4659.65,3.03,-0.02,"Mix et al., 1995"
"138-849D-13H-4,81",120.81,137.973,67.2455,4662.25,3.1,-0.02,"Mix et al., 1995"
"138-849D-13H-4,101",121.01,138.173,67.3179,4664.85,3.16,-0.12,"Mix et al., 1995"
"138-849D-13H-4,121",121.21,138.373,67.3903,4667.44,3.16,-0.09,"Mix et al., 1995"
"138-849D-13H-4,141",121.41,138.573,67.4627,4670.04,3.27,-0.25,"Mix et al., 1995"
"138-849D-13H-5,11",121.61,138.773,67.5352,4672.64,3.25,-0.21,"Mix et al., 1995"
"138-849D-13H-5,31",121.81,138.973,67.6076,4675.24,3.23,-0.37,"Mix et al., 1995"
"138-849D-13H-5,51",122.01,139.173,67.68,4677.84,3.06,-0.23,"Mix et al., 1995"
"138-849D-13H-5,91",122.41,139.573,67.8314,4683.27,3.26,-0.11,"Mix et al., 1995"
"138-849D-13H-6,21",123.21,140.373,68.1342,4694.14,3.19,-0.21,"Mix et al., 1995"
"138-849D-13H-6,61",123.61,140.773,68.2856,4699.57,3.12,-0.21,"Mix et al., 1995"
"138-849D-13H-6,81",123.81,140.973,68.3613,4702.28,3.27,-0.14,"Mix et al., 1995"
"138-849D-14H-1,1",125.11,143.264,69.4819,4742.49,3.21,0.18,"Mix et al., 1995"
"138-849D-14H-1,21",125.31,143.464,69.5991,4746.69,3.23,0.16,"Mix et al., 1995"
"138-849D-14H-1,41",125.51,143.664,69.7245,4751.19,3.19,0.13,"Mix et al., 1995"
"138-849D-14H-1,81",125.91,144.064,69.9902,4761.25,3.07,-0.17,"Mix et al., 1995"
"138-849D-14H-1,101",126.11,144.264,70.1231,4769.49,3.4,-0.35,"Mix et al., 1995"
"138-849D-14H-1,121",126.31,144.464,70.2321,4776.24,3.43,-0.16,"Mix et al., 1995"
"138-849D-14H-1,141",126.51,144.664,70.3027,4780.62,3.28,-0.08,"Mix et al., 1995"
"138-849D-14H-2,11",126.71,144.864,70.3734,4785,3.17,-0.09,"Mix et al., 1995"
"138-849D-14H-2,31",126.91,145.064,70.444,4789.38,3.16,-0.07,"Mix et al., 1995"
"138-849D-14H-2,51",127.11,145.264,70.5237,4794.32,3.07,0.01,"Mix et al., 1995"
"138-849D-14H-2,71",127.31,145.464,70.6128,4799.84,3.08,-0.15,"Mix et al., 1995"
"138-849D-14H-2,91",127.51,145.664,70.7019,4805.36,3.06,-0.09,"Mix et al., 1995"
"138-849D-14H-2,111",127.71,145.864,70.7909,4810.88,3.33,-0.1,"Mix et al., 1995"
"138-849D-14H-2,131",127.91,146.064,70.88,4816.41,3.38,0.01,"Mix et al., 1995"
"138-849D-14H-3,1",128.11,146.264,70.9933,4823.43,3.19,0.12,"Mix et al., 1995"
"138-849D-14H-3,21",128.31,146.464,71.1065,4830.45,3.09,-0.01,"Mix et al., 1995"
"138-849D-14H-3,41",128.51,146.664,71.2198,4836.77,3.09,0,"Mix et al., 1995"
"138-849D-14H-3,61",128.71,146.864,71.333,4841.79,3.25,-0.21,"Mix et al., 1995"
"138-849D-14H-3,80",128.9,147.054,71.4406,4846.57,3.37,-0.29,"Mix et al., 1995"
"138-849D-14H-3,121",129.31,147.464,71.6728,4856.87,3.45,-0.11,"Mix et al., 1995"
"138-849D-14H-3,141",129.51,147.664,71.8264,4863.69,3.32,-0.07,"Mix et al., 1995"
"138-849D-14H-4,11",129.71,147.864,71.9827,4870.62,3.37,0.12,"Mix et al., 1995"
"138-849D-14H-4,31",129.91,148.064,72.139,4877.56,3.14,-0.09,"Mix et al., 1995"
"138-849D-14H-4,71",130.31,148.464,72.3879,4888.61,3.21,-0.28,"Mix et al., 1995"
"138-849D-14H-4,111",130.71,148.864,72.6199,4898.91,3.51,-0.49,"Mix et al., 1995"
"138-849D-14H-4,131",130.91,149.064,72.7359,4904.05,3.55,-0.48,"Mix et al., 1995"
"138-849D-14H-5,1",131.11,149.264,72.8601,4909.57,3.24,-0.06,"Mix et al., 1995"
"138-849D-14H-5,21",131.31,149.464,72.986,4914.65,3.18,-0.11,"Mix et al., 1995"
"138-849D-14H-5,41",131.51,149.664,73.1119,4917.79,3.24,-0.05,"Mix et al., 1995"
"138-849D-14H-5,81",131.91,150.064,73.3636,4924.08,3.21,-0.15,"Mix et al., 1995"
"138-849D-14H-5,101",132.11,150.264,73.4895,4927.22,3.32,-0.26,"Mix et al., 1995"
"138-849D-14H-5,121",132.31,150.464,73.6154,4930.36,3.41,-0.34,"Mix et al., 1995"
"138-849D-14H-5,141",132.51,150.664,73.7228,4933.04,3.42,-0.33,"Mix et al., 1995"
"138-849D-14H-6,11",132.71,150.864,73.7844,4934.58,3.22,-0.1,"Mix et al., 1995"
"138-849D-14H-6,31",132.91,151.064,73.846,4936.12,3.17,-0.14,"Mix et al., 1995"
"138-849D-14H-6,51",133.11,151.264,73.9077,4937.66,3.19,-0.2,"Mix et al., 1995"
"138-849D-14H-6,71",133.31,151.464,73.9715,4939.25,3.2,-0.14,"Mix et al., 1995"
"138-849D-14H-6,91",133.51,151.664,74.0365,4940.87,3.24,-0.19,"Mix et al., 1995"
"138-849D-14H-6,111",133.71,151.864,74.1016,4942.5,3.23,-0.17,"Mix et al., 1995"
"138-849D-14H-6,131",133.91,152.064,74.1667,4944.12,3.18,-0.15,"Mix et al., 1995"
"138-849D-14H-7,1",134.11,152.264,74.2317,4945.75,3.13,-0.05,"Mix et al., 1995"
"138-849D-14H-7,21",134.31,152.464,74.2968,4947.37,3.12,-0.03,"Mix et al., 1995"
