depth,age_ka,mcd,CaCO3,MAR,label
374.22,5516,406.05,5.3,0.16,"145-882A-40H-3,140-144"
374.51,5520.8,406.34,3,0.08,"145-882A-40H-4,19-23"
374.82,5526,406.65,0.7,0.02,"145-882A-40H-4,50-54"
375.12,5531,406.95,0.4,0.01,"145-882A-40H-4,80-84"
375.35,5534.8,407.18,5.4,0.18,"145-882A-40H-4,103-107"
375.72,5541,407.55,16.7,0.53,"145-882A-40H-4,140-144"
376.01,5545.8,407.84,10.9,0.32,"145-882A-40H-5,19-23"
376.32,5551,408.15,9.4,0.29,"145-882A-40H-5,50-54"
376.62,5556,408.45,0.2,0.01,"145-882A-40H-5,80-84"
376.85,5559.8,408.68,0.1,0,"145-882A-40H-5,103-107"
376.92,5561,408.75,0,0,"145-882A-40H-5,112-113"
377.22,5566,409.05,15.5,0.52,"145-882A-40H-5,140-144"
377.51,5570.8,409.34,10.9,0.35,"145-882A-40H-6,19-23"
378.12,5581,409.95,0.7,0.02,"145-882A-40H-6,80-84"
378.35,5584.8,410.18,0.2,0.01,"145-882A-40H-6,103-107"
378.72,5591,410.55,6.1,0.19,"145-882A-40H-6,140-144"
379.01,5595.8,410.84,0.6,0.02,"145-882A-40H-7,19-23"
379.32,5601,411.15,4.4,0.1,"145-882A-40H-7,50-54"
379.52,5604.3,411.35,11.5,0.35,"145-882A-41H-1,20-24"
379.82,5609.3,411.65,7.5,0.21,"145-882A-41H-1,50-54"
380.12,5614.3,411.95,4.3,0.13,"145-882A-41H-1,80-84"
381.02,5629.3,412.85,6.3,0.19,"145-882A-41H-2,20-24"
381.32,5634.3,413.15,6.4,0.19,"145-882A-41H-2,50-54"
381.62,5639.3,413.45,1.4,0.04,"145-882A-41H-2,80-84"
381.86,5643.3,413.69,2.4,0.06,"145-882A-41H-2,104-108"
382.22,5649.3,414.05,0.6,0.02,"145-882A-41H-2,140-144"
382.52,5654.3,414.35,0.4,0.01,"145-882A-41H-3,20-24"
382.82,5659.3,414.65,0.1,0,"145-882A-41H-3,50-54"
383.12,5664.3,414.95,0.9,0.02,"145-882A-41H-3,80-84"
383.36,5668.3,415.19,1.2,0.03,"145-882A-41H-3,104-108"
383.42,5669.3,415.25,2.2,0.05,"145-882A-41H-3,112-113"
383.72,5674.3,415.55,1.3,0.04,"145-882A-41H-3,140-144"
384.02,5679.3,415.85,3.2,0.1,"145-882A-41H-4,20-24"
384.32,5684.3,416.15,16.9,0.54,"145-882A-41H-4,50-54"
384.62,5689.4,416.45,0.1,0,"145-882A-41H-4,80-84"
384.86,5693.4,416.69,0.1,0,"145-882A-41H-4,104-108"
385.22,5699.4,417.05,0.1,0,"145-882A-41H-4,140-144"
385.52,5704.4,417.35,0.1,0,"145-882A-41H-5,20-24"
385.82,5709.4,417.65,0.1,0,"145-882A-41H-5,50-54"
386.12,5714.4,417.95,0,0,"145-882A-41H-5,80-84"
386.36,5718.4,418.19,4.4,0.15,"145-882A-41H-5,104-108"
386.42,5719.4,418.25,5.6,0.19,"145-882A-41H-5,112-113"
386.72,5724.4,418.55,1.3,0.04,"145-882A-41H-5,140-144"
387.02,5729.4,418.85,0,0,"145-882A-41H-6,20-24"
387.32,5734.4,419.15,0.1,0,"145-882A-41H-6,50-54"
387.62,5739.4,419.45,0,0,"145-882A-41H-6,80-84"
387.86,5743.4,419.69,0.2,0.01,"145-882A-41H-6,104-108"
388.22,5749.4,420.05,15.2,0.49,"145-882A-41H-6,140-144"
388.52,5754.4,420.35,25.5,0.97,"145-882A-41H-7,20-24"
388.82,5759.4,420.65,0.6,0.02,"145-882A-41H-7,50-54"
389.01,5762.5,420.84,0,0,"145-882A-42H-1,19-23"
389.32,5767.7,421.15,0.2,0,"145-882A-42H-1,50-54"
389.62,5772.7,421.45,2,0.06,"145-882A-42H-1,80-84"
389.86,5776.7,421.69,3.4,0.1,"145-882A-42H-1,104-108"
389.92,5777.7,421.75,2.8,0.09,"145-882A-42H-1,112-113"
390.22,5782.7,422.05,1.1,0.03,"145-882A-42H-1,140-144"
390.51,5787.6,422.34,0.6,0.02,"145-882A-42H-2,19-23"
390.82,5792.7,422.65,0.2,0.01,"145-882A-42H-2,50-54"
391.12,5797.7,422.95,0.1,0,"145-882A-42H-2,80-84"
391.36,5801.7,423.19,0,0,"145-882A-42H-2,104-108"
391.72,5807.7,423.55,0.1,0,"145-882A-42H-2,140-144"
392.01,5812.6,423.84,0.1,0,"145-882A-42H-3,19-23"
392.32,5817.7,424.15,0.1,0,"145-882A-42H-3,50-54"
392.62,5822.7,424.45,0,0,"145-882A-42H-3,80-84"
392.86,5826.7,424.69,0,0,"145-882A-42H-3,104-108"
392.92,5827.7,424.75,0,0,"145-882A-42H-3,112-113"
393.22,5832.7,425.05,0.1,0,"145-882A-42H-3,140-144"
393.51,5837.6,425.34,0.7,0.02,"145-882A-42H-4,19-23"
394.12,5847.7,425.95,1.1,0.03,"145-882A-42H-4,80-84"
394.36,5851.7,426.19,0.1,0,"145-882A-42H-4,104-108"
394.72,5857.8,426.55,1.2,0.04,"145-882A-42H-4,140-144"
395.01,5862.6,426.84,0.1,0,"145-882A-42H-5,19-23"
395.32,5867.8,427.15,0.1,0,"145-882A-42H-5,50-54"
395.62,5872.8,427.45,0.3,0.01,"145-882A-42H-5,80-84"
395.86,5876.8,427.69,0.1,0,"145-882A-42H-5,104-108"
395.92,5877.8,427.75,0,0,"145-882A-42H-5,112-113"
396.22,5882.8,428.05,0.1,0,"145-882A-42H-5,140-144"
396.51,5887.6,428.34,0.1,0,"145-882A-42H-6,19-23"
396.82,5892.8,428.65,0.6,0.02,"145-882A-42H-6,50-54"
397.12,5897.8,428.95,0.3,0.01,"145-882A-42H-6,80-84"
397.36,5901.8,429.19,0.4,0.01,"145-882A-42H-6,104-108"
397.72,5907.8,429.55,0.3,0.01,"145-882A-42H-6,140-144"
398.01,5912.6,429.84,0.3,0.01,"145-882A-42H-7,19-23"
398.32,5917.8,430.15,0,0,"145-882A-42H-7,50-54"
