d13C,d13C_corr,d18O,d18O_corr,type,mcd,age_ka,Comment
0.92,0.92,2.91,3.55,CWUE,63.544,2038.87,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.76,0.76,2.94,3.58,CWUE,63.6273,2041.72,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.22,-0.22,2.82,3.46,CWUE,63.8003,2047.64,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.35,0.35,2.79,3.43,CWUE,63.8868,2050.6,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.52,0.52,2.54,3.18,CWUE,64.0598,2056.52,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.5,0.5,2.65,3.29,CWUE,64.1463,2059.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.61,-0.61,3.09,3.73,CWUE,64.2329,2062.49,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.32,-0.32,3.4,4.04,CWUE,64.4059,2069.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.14,-0.14,3.57,4.21,CWUE,64.4924,2072.36,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.22,-0.22,3.3,3.94,CWUE,64.5789,2075.65,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.15,-0.15,2.93,3.57,CWUE,64.8636,2086.49,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.14,0.14,2.7,3.34,CWUE,65.0682,2094.27,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.01,0.01,2.46,3.1,CWUE,65.1697,2098.05,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.04,0.04,2.67,3.31,CWUE,65.3664,2105.03,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.39,0.39,3,3.64,CWUE,65.4648,2108.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.41,0.41,2.5,3.14,CWUE,65.7623,2118.08,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.11,0.11,2.79,3.43,CWUE,66.009,2126.03,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.3,-0.3,3,3.64,CWUE,66.2219,2131.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.14,-0.14,2.84,3.48,CWUE,66.3144,2133.75,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.16,-0.16,2.34,2.98,CWUE,66.407,2135.93,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.62,0.62,1.97,2.61,CWUE,66.5922,2140.4,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.62,0.62,2.47,3.11,CWUE,66.6944,2143.71,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.19,0.19,2.8,3.44,CWUE,66.8025,2147.22,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.4,-0.4,3.56,4.2,CWUE,67.0139,2154.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.85,-0.85,3.68,4.32,CWUE,67.0617,2155.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.62,-0.62,3.47,4.11,CWUE,67.1574,2158.73,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.1,-0.1,3.19,3.83,CWUE,67.2052,2160.28,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.62,-0.62,3.41,4.05,CWUE,67.3233,2164.11,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.39,-0.39,2.91,3.55,CWUE,67.55,2171.46,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.06,-0.06,2.98,3.62,CWUE,67.6567,2174.92,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.17,0.17,2.34,2.98,CWUE,67.9989,2186.02,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.56,0.56,2.48,3.12,CWUE,68.1278,2189.98,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.32,0.32,2.61,3.25,CWUE,68.2567,2193.76,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.33,0.33,2.75,3.39,CWUE,68.3856,2197.53,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.26,0.26,3.02,3.66,CWUE,68.5022,2200.72,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0,0,2.91,3.55,CWUE,68.6067,2203.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.18,-0.18,3.12,3.76,CWUE,68.7112,2205.41,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.07,-0.07,2.82,3.46,CWUE,68.8157,2207.76,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.38,0.38,2.54,3.18,CWUE,69.0246,2214.08,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.61,-0.61,2.59,3.23,CWUE,69.4623,2226.95,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.37,0.37,2.3,2.94,CWUE,69.5738,2229.21,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.35,0.35,2.43,3.07,CWUE,69.6854,2231.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.22,0.22,2.64,3.28,CWUE,69.8089,2234.18,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.44,-0.44,3.16,3.8,CWUE,69.9404,2237.36,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.45,-0.45,3.35,3.99,CWUE,70.0719,2240.54,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.6,-0.6,3.16,3.8,CWUE,70.2034,2243.72,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.07,0.07,2.96,3.6,CWUE,70.3349,2246.9,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,2.37,3.01,CWUE,70.82,2260.26,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.68,0.68,2.52,3.16,CWUE,70.92,2263.76,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.41,0.41,2.58,3.22,CWUE,71.12,2270.77,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.28,0.28,2.92,3.56,CWUE,71.22,2274.27,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.28,-0.28,2.84,3.48,CWUE,71.32,2277.77,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.24,-0.24,3.29,3.93,CWUE,71.42,2281.28,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.15,-0.15,2.97,3.61,CWUE,71.52,2284.78,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.29,-0.29,3.13,3.77,CWUE,71.62,2288.28,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.29,0.29,2.56,3.2,CWUE,71.72,2291.79,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.2,-0.2,2.8,3.44,CWUE,71.82,2295.29,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,2.47,3.11,CWUE,71.92,2298.8,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.53,0.53,2.5,3.14,CWUE,72.02,2302.3,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.58,0.58,2.52,3.16,CWUE,72.1146,2305.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0,0,2.9,3.54,CWUE,72.2069,2308.72,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.31,0.31,2.74,3.38,CWUE,72.2992,2311.89,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-1.16,-1.16,3.03,3.67,CWUE,72.3915,2315.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.43,-0.43,2.79,3.43,CWUE,72.664,2327.79,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.1,-0.1,2.81,3.45,CWUE,72.734,2331.05,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.18,0.18,2.74,3.38,CWUE,72.804,2334.32,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.21,-0.21,2.57,3.21,CWUE,72.8767,2336.9,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.24,-0.24,2.94,3.58,CWUE,72.9604,2338.94,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.02,0.02,2.78,3.42,CWUE,73.044,2340.99,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.17,0.17,2.64,3.28,CWUE,73.1276,2343.03,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.21,-0.21,2.47,3.11,CWUE,73.2113,2345.08,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,2.46,3.1,CWUE,73.2949,2347.18,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.61,0.61,2.3,2.94,CWUE,73.3807,2350.26,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.11,-0.11,2.83,3.47,CWUE,73.4675,2353.37,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.03,0.03,3.16,3.8,CWUE,73.641,2359.6,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.78,-0.78,2.89,3.53,CWUE,73.7278,2362.71,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.01,0.01,2.78,3.42,CWUE,73.8146,2365.82,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.32,-0.32,2.87,3.51,CWUE,74.1469,2377.75,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,2.28,2.92,CWUE,74.2716,2382.22,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,2.55,3.19,CWUE,74.5209,2391.17,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.3,0.3,2.58,3.22,CWUE,74.6456,2395.64,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.12,0.12,2.68,3.32,CWUE,74.7703,2400.12,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.47,0.47,2.8,3.44,CWUE,74.8925,2404.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.39,0.39,2.92,3.56,CWUE,75.0052,2408.41,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.22,-0.22,2.48,3.12,CWUE,75.118,2411.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.7,0.7,2.29,2.93,CWUE,75.3434,2417.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.38,0.38,2.61,3.25,CWUE,75.5688,2423.75,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.55,-0.55,2.81,3.45,CWUE,75.5914,2424.36,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.05,0.05,2.79,3.43,CWUE,75.7041,2427.43,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.08,-0.08,3.75,4.39,CWUE,75.8168,2430.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.35,-0.35,3.32,3.96,CWUE,75.9295,2433.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.09,-0.09,3.08,3.72,CWUE,76.0197,2436.02,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.33,-0.33,2.87,3.51,CWUE,76.2576,2442.49,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.21,0.21,2.81,3.45,CWUE,76.3536,2445.1,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.27,0.27,2.77,3.41,CWUE,76.5357,2450.86,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.6,0.6,2.26,2.9,CWUE,76.6226,2454.16,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.66,0.66,2.3,2.94,CWUE,76.7096,2457.45,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.73,0.73,2.38,3.02,CWUE,76.7965,2460.74,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.1,0.1,2.41,3.05,CWUE,76.8835,2464.03,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.49,0.49,2.04,2.68,CWUE,76.9704,2467.33,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.58,0.58,2.33,2.97,CWUE,77.0574,2470.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.15,0.15,2.81,3.45,CWUE,77.2313,2477.2,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0,0,3.08,3.72,CWUE,77.3183,2480.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.6,-0.6,3.47,4.11,CWUE,77.4052,2483.79,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.09,-0.09,3.67,4.31,CWUE,77.5021,2487.37,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.01,-0.01,2.78,3.42,CWUE,77.8237,2497.24,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.42,0.42,2.69,3.33,CWUE,77.9432,2500.91,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.11,-0.11,2.42,3.06,CWUE,78.0627,2504.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.44,0.44,2.66,3.3,CWUE,78.1822,2508.24,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.21,-0.21,2.96,3.6,CWUE,78.2838,2511.36,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.48,-0.48,3.04,3.68,CWUE,78.463,2516.86,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.31,-0.31,3.52,4.16,CWUE,78.5526,2519.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.17,-0.17,3.41,4.05,CWUE,78.6422,2522.36,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.19,-0.19,3.34,3.98,CWUE,78.8214,2527.86,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.12,0.12,2.75,3.39,CWUE,79.0155,2533.81,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.37,0.37,1.89,2.53,CWUE,79.2276,2540.32,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.36,-0.36,2.28,2.92,CWUE,79.447,2546.85,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.41,0.41,2.33,2.97,CWUE,79.5577,2549.92,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.52,0.52,2.56,3.2,CWUE,79.6683,2552.98,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.58,0.58,2.59,3.23,CWUE,79.8845,2558.96,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.1,0.1,2.43,3.07,CWUE,80.1995,2567.68,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.39,0.39,2.31,2.95,CWUE,80.5145,2576.39,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.46,0.46,2.04,2.68,CWUE,80.588,2578.43,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.52,0.52,2.25,2.89,CWUE,80.7245,2582.2,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.62,0.62,2.18,2.82,CWUE,80.8295,2585.11,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,2.37,3.01,CWUE,80.9359,2588.05,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.45,-0.45,2.94,3.58,CWUE,81.1489,2593.95,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.02,0.02,3.02,3.66,CWUE,81.486,2603.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.38,0.38,2.87,3.51,CWUE,81.606,2607.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.37,-0.37,2.83,3.47,CWUE,81.726,2611.68,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.1,-0.1,2.53,3.17,CWUE,81.846,2615.74,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.32,0.32,2.59,3.23,CWUE,82.0246,2621.79,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.34,3.34,GORB,82.0476,2622.56,Inferred from correction for Gyroidina spp: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.67,0.67,2.13,2.77,CWUE,82.1397,2625.4,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.14,0.14,2.79,3.43,CWUE,82.278,2629.31,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.68,0.68,2.77,3.41,CWUE,82.3932,2632.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.34,0.34,2.9,3.54,CWUE,82.5084,2635.81,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0,0,2.88,3.52,CWUE,82.6235,2639.06,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.69,3.69,OUMB,82.7387,2642.32,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
-0.58,-0.58,3.54,4.18,CWUE,82.8539,2645.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.36,-0.36,3.67,4.31,CWUE,82.9792,2649,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.3,0.3,3.34,3.98,CKULL,83.1113,2652.38,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
,,3.84,3.84,OUMB,83.2434,2655.75,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.89,0.89,2.52,3.16,CWUE,83.3755,2659.13,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.57,0.57,2.59,3.23,CWUE,83.5076,2662.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.71,0.71,2.76,3.4,CWUE,83.6344,2665.75,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,2.96,3.6,CWUE,83.7492,2668.68,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.43,0.43,2.61,3.25,CWUE,83.864,2671.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.88,-0.88,2.79,3.43,CWUE,83.9788,2674.55,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.25,0.25,2.89,3.53,CWUE,84.0935,2677.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.4,0.4,2.93,3.57,CWUE,84.2083,2680.41,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.19,0.19,3.24,3.88,CWUE,84.3231,2683.35,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.21,-0.21,3.37,4.01,CWUE,84.4378,2686.28,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.28,0.28,3.59,4.23,CWUE,84.5526,2689.21,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.46,-0.46,3.59,4.23,CWUE,84.6674,2692.14,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.17,-0.17,3.24,3.88,CWUE,84.7822,2695.08,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,3.13,3.77,CWUE,84.8969,2698.01,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.31,0.31,3.02,3.66,CWUE,85.0117,2700.94,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-1.24,-1.24,3.19,3.83,CWUE,85.1265,2703.88,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-1.02,-1.02,3.2,3.84,CWUE,85.2412,2706.81,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.42,0.42,3.24,3.88,CWUE,85.356,2709.74,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,3.46,4.1,CWUE,85.4708,2712.68,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.48,-0.48,3.7,4.34,CWUE,85.5856,2715.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.14,-0.14,3.43,4.07,CWUE,85.6853,2718.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.73,-0.73,3.72,4.36,CWUE,85.7787,2721.53,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.2,0.2,3.48,4.12,CKULL,85.872,2724.58,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.13,0.13,3.51,4.15,CWUE,85.9653,2727.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.76,3.76,GORB,86.0587,2730.67,Inferred from correction for Gyroidina spp: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.34,0.34,3.06,3.7,CWUE,86.152,2733.72,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.4,0.4,2.81,3.45,CWUE,86.2453,2736.77,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.09,0.09,2.31,2.95,CWUE,86.3387,2739.81,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.79,0.79,2.44,3.08,CWUE,86.5253,2745.91,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.37,3.37,OUMB,86.62,2749,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.62,0.62,2.91,3.55,CWUE,86.72,2752.27,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.31,0.31,2.74,3.38,CWUE,86.76,2753.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.22,-0.22,2.62,3.26,CWUE,86.86,2756.84,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.32,0.32,2.88,3.52,CWUE,86.96,2760.1,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
